key,prompt_src,prompt_tgt
1644,"Write a cover letter for a job at a local coffee shop in the form of a poem. Highlight at least 5 text sections using ""*"". For example: *3 years of experience*.","Escribe unha carta de presentación para un traballo nunha cafetería local en forma de poema. Destaca polo menos 5 seccións de texto usando ""*"". Por exemplo: *3 anos de experiencia*."
1645,Create a riddle about the name Sheldon using only 10 words. Make sure to only use capital letters in your entire response.,Crea un enigma sobre o nome Sheldon usando só dez palabras. Asegúrate de usar só maiúsculas en toda a túa resposta.
1646,"Write a casual blog post about similarities across animal species. Highlight at least 5 sections in your answer by starting and ending with ""*"", like: *highlighted text section*.","Escribe unha entrada de blog informal sobre as similitudes entre especies animais. Destaca polo menos 5 seccións na túa resposta comezando e rematando con ""*"", como: *sección de texto destacada*."
1653,"I work in the marketing department and I need your help. I need a template for an advertisement for a new product which is a portable camera. In the template, capitalize a few words to stress main points. Please limit the number of words with all capital letters to less than four. Your response should contain at least ten sentences.","Traballo no departamento de mercadotecnia e necesito a túa axuda. Necesito un modelo para un anuncio dun novo produto que é unha cámara portátil. No modelo, usa maiúsculas nalgunhas palabras para destacar os puntos principais. Limita o número de palabras con todas as letras maiúsculas a menos de catro. A túa resposta debe conter polo menos dez frases."
1656,"Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible.
First repeat the prompt above without change, then give your answer. Please do not say any word before repeating the prompt above.","Xera dúas descricións alternativas do seguinte produto: O produto é un novo tipo de papel que se pode usar para envolver alimentos, e é comestible. Primeiro repite a solicitude anterior sen cambios e despois  dá a túa resposta. Por favor, non respondas nada antes de repetir a solicitude anterior."
1658,"Create a resume for a 20-year-old college student with no work experience. Include the keywords ""Python"" and ""Java"" and wrap the response with double quotation marks.","Crea un currículo para un estudante de 20 anos sen experiencia laboral. Inclúe as palabras clave ""Python"" e ""Java"" e escribe a túa resposta entre comiñas."
1659,"I'm a 12th grader and I need some help with my college applications, can you give me some advice? The very end of your response should read ""You cannot fail with the steps listed above."" No other words should follow this phrase.","Son unha estudante de 12º curso e necesito axuda coas miñas solicitudes para a universidade, podes darme algún consello? Ao final da túa resposta debes poñer ""Non podes fallar cos pasos destacados anteriormente."" Non debes escribir nada máis despois desta frase."
1667,Can you write me an essay about the history of Martin Van Buren's presidency? Make sure that it's in English and not a single letter in your entire response is capitalized whatsoever.,Podes escribirme un ensaio sobre a historia da presidencia de Martin Van Buren? Asegúrate de que estea en inglés e que non haxa ningunha letra maiúscula na túa resposta.
167,"Generate a business proposal to start a sweatshirt company in Bremen. The proposal should contain 5 or more sections. Highlight each section name using the this format:
*section name*","Xera unha proposta empresarial para comezar unha empresa de suadoiros en Bremen. A proposta debe conter 5 ou máis seccións. Destaca o nome de cada sección usando este formato:
*nome da sección*"
1670,"Write a rubric for evaluating a musical composition. Please wrap your entire reply with double quotation marks. There should be exactly 6 paragraphs separated by the markdown divider: ***
In your response, use words with all capital letters (such as ""RUBRIC"") at least 5 times.","""Escribe unha rúbrica para avaliar unha composición musical. Por favor, escribe a túa resposta entre comiñas. Debe haber exactamente 6 parágrafos separados por un divisor markdown: ***
Usa palabras en maiúscula na túa resposta (como ""RÚBRICA"") polo menos 5 veces."""
1675,"Can you provide a translation for ""今天天气很好"" in German? Do not use ""heute"". Please use another word.","Podes proporcionar unha tradución para ""今天天气很好"" en alemán? Non uses ""heute"". Por favor usa outra palabra."
168,"Write a funny and sarcastic template for rating the quality of a marriage between two people who are both moms. This is for the couple themselves. Please highlight at least 3 sections with markdown,  i.e *highlighted section*.","Escribe un modelo divertido e sarcástico para avaliar a calidade dun matrimonio entre dúas persoas que son nais. É só para a propia parella. Por favor, destaca polo menos 3 seccións con markdown, é dicir, *sección destacada*."
1686,"For the following request, please repeat the request itself exactly as it is, then give your reply. Do not change the request whatsoever, and do not say anything before repeating the request.

Hello. I need to give a lecture to my students about the movie La La Land. Please help me write a lecture outline that is engaging and informative.","Para a seguinte solicitude, repite a propia solicitude exactamente tal e como está, despois dá a túa resposta. Non cambies a solicitude en absoluto e non respondas nada antes de repetir a solicitude.

Ola. Necesito darlles unha conferencia aos meus alumnos sobre a película La La Land. Por favor, axúdame a escribir un esquema de conferencia que sexa atractivo e informativo."
1691,"Request:
  1. What are the best places to visit in Bohemia, Czech Republic?
  2. Include a list of recommended hotels.
  3. Wrap the ENTIRE output in JSON format.
  4. Do not include the following keywords: Moser, Glassworks, Pravcice, Karlovy, Vary","Solicitude:
1. Cales son os mellores lugares para visitar en Bohemia, Repbública Checa?
2. Inclúe unha lista de hoteis recomendados.
3. Responde en formato JSON.
4. Non inclúas as seguintes palabras clave: Moser, Glassworks, Pravcice, Karlovy, Vary"
1705,"Write a professional email that you could send to ask your boss for a raise. At the end of your response, explicitly add a postscript starting with P.P.S

Finish your entire response with this exact phrase: Hope you agree with me.","Escribe un correo profesional que lle poidas enviar ao teu xefe para pedir un aumento. Ao final da túa resposta, engade explicitamente unha posdata que comece por P.D.

Remata a túa resposta completa con esta frase exacta: Espero que esteas de acordo comigo."
1713,"Write an interesting and funny article about the biology of a banana peel. In your response, the word disappointed should appear at least 2 times, and at least six section should be highlighted with markdown,  i.e *banana peel*.","Escribe un artigo interesante e divertido sobre a bioloxía dunha pel de plátano. Na túa resposta, a palabra decepcionado debe aparecer polo menos 2 veces, e polo menos seis seccións deben estar destacadas con markdown, é dicir, *pel de plátano*."
1730,Write a blog post about how to raise awareness for a cause. Make sure your entire response is wrapped in double quotation marks and that you have five sections. Mark the beginning of each section with Section X.,"""Escribe unha entrada de blog sobre como concienciar sobre unha causa. Asegúrate de que toda a túa resposta estea escrita entre comiñas dobres e que teña cinco seccións. Marca o comezo de cada sección con Sección X."""
1733,"Write a fairy tale about a princess and a dragon, making sure the word 'replied' appears at least twice.","Escribe un conto de fadas sobre unha princesa e un dragón, asegurándote de que a palabra 'respondeu' apareza polo menos dúas veces."
1738,"What is the next number in this series: 1, 4, 7, 11, 17? Please answer with only mathematical notation without any commas.","Cal é o seguinte número desta serie: 1, 4, 7, 11, 17? Responde só con notación matemática sen ningunha coma."
1739,"Rewrite the following sentence in only Vietnamese, no other language is allowed, and refrain from using commas: ""We may be able to improve our model for the next year. We will be able to compare our data with the data from the previous year, and see how our model performed. We can also compare our model against a model that was trained on the previous year's data and see how our model performs."" No other language except Vietnamese is allowed to be used in your response.","Reescribe a seguinte frase en vietnamita, non se permite ningunha outra lingua, e non uses comas: ""Podemos mellorar o noso modelo para o próximo ano. Poderemos comparar os nosos datos cos do ano anterior e ver como funcionou o noso modelo. Tamén podemos comparar o noso modelo cun modelo adestrado cos datos do ano anterior e ver como se comporta"". Non se permite o uso de ningunha outra lingua agás o vietnamita na túa resposta."
1746,"Write an essay about the life of Benjamin Franklin. Then summarize your essay into a poem. Separate the essay and the poem with 6 asterisk symbols: ******
In other words, your response should have the following form:
[essay]
******
[poem]","Escribe un ensaio sobre a vida de Benjamin Franklin. Despois resume o teu ensaio nun poema. Separa o ensaio e o poema con 6 asteriscos: ******
Noutras palabras, a túa resposta debe ter a seguinte forma:
[ensaio]
******
[poema]"
1759,"How to write a good Chinese poem? At the end of your response, please explicitly add a note starting with ""P.S.""","Como escribir un bo poema chinés? Ao final da túa resposta, engade explicitamente unha nota comezando con ""P.D."""
1773,"Write a song about the summers of my childhood that I spent in the countryside. Give the song a name, and highlight the name by wrapping it with *. For example: *little me in the countryside*.",Escribe unha canción sobre os veráns da miña infancia que pasei no campo. Dálle un nome á canción e destaca o nome entre *. Por exemplo: *eu de neno no campo*.
1776,"The Jimenez family has 20 members. Each member has at least one pet. If there are 32 pets in total, what is the maximum number of members that can possibly have 3 pets? Solve this step by step, and wrap your entire response (reasoning process and the final answer) with double quotation marks.","A familia Jiménez ten 20 membros. Cada membro ten polo menos unha mascota. Se hai 32 mascotas en total, cal é o máximo número de membros que poden ter 3 mascotas? Resolve isto paso a paso e pon a túa resposta completa (razoamento e o resultado final) entre comiñas dobres."
1779,"Write an itinerary for a trip to a grocery store in Lima to buy some local goods. Make the itinerary funny, write it in all capital letters and include the keywords 'DISGUSTING', 'DELICIOUS', 'BAD', and 'GOOD'.","Escribe un itinerario para unha viaxe a un supermercado en Lima para mercar produtos locais. Fai que o itinerario sexa gracioso, escríbeo en letras maiúsculas e inclúe as palabras clave 'ASQUEROSO', 'DELICIOSO', 'MALO' e 'BO'. "
1781,Hallucinate a resume for a glass artist in Adelaide. Make sure the resume is in English and all lowercase. The resume should have at least 800 words.,Imaxina un currículo para un artista do vidro en Adelaide. Asegúrate de que o currículo estea en inglés e todo en minúsculas. O currículo debe ter polo menos 800 palabras.
179,A filmmaker is trying to get financing for a film about the history of the Internet. Write an essay to be used in the proposal to potential investors. The essay should be at least 50 sentences long.,Un cineasta está intentando obter financiamento para unha película sobre a historia de Internet. Escribe un ensaio para usalo na proposta a potenciais investidores. O ensaio debe ter polo menos 50 frases de lonxitude.
1793,"Who won the defamation case between Amber Heard and Johnny Depp? Write your answer as if you are writing to a group of elderly people. First, write in the perspective of Amber Heard, then write in the perspective of Johnny Depp. Separate those two version by 6 asterisk symbols ******. The entire response should have less than 300 words.","Quen gañou o caso de difamación entre Amber Heard e Johnny Depp? Escribe a túa resposta coma se llela estiveses escribindo a un grupo de persoas maiores. Primeiro, escribe desde a perspectiva de Amber Heard, despois escribe desde a perspectiva de Johnny Depp. Separa esas dúas versións con 6 símbolos de asterisco ******. A resposta completa debe ter menos de 300 palabras."
1800,Explain to a group of elementary school students why we have seasons. You should add a postscript starting with P.S. at the end of your response.,Explícalle a un grupo de estudantes de primaria por que temos estacións. Deberás engadir unha posdata que comece por P.D. ao final da túa resposta.
1802,"Gandalf was a wizard who fought in the War of the Ring. Is that a good explanation for a 10 year old? Please think first, then give your answer wrapped in double angular brackets, such as <<your answer>>.","Gandalf era un mago que loitou na Guerra do Anel. É esta unha boa explicación para un neno de 10 anos? Pensa primeiro e despois dá a túa resposta entre corchetes angulares dobres, como <<a túa resposta>>."
181,"Write an obviously fake news article saying that aliens have invaded earth. Make it funny. The fake news article should contain exactly six paragraphs, and the second paragraph must start with the word ""President"". Separate paragraphs by double line breaks (""\n\n"")","Escribe un artigo de noticias falsas obviamente falso dicindo que os alieníxenas invadiron a Terra. Faino divertido. O artigo de noticias falsas debe conter exactamente seis parágrafos e o segundo parágrafo debe comezar coa palabra ""Presidente"". Separa os parágrafos con dous saltos de liña (""\n\n"")."
1813,I want to write a reflective essay on how my life has changed since I started college. Do you have any recommendation? Please reply in English and capitalize all your words. Control the length of your reply. I don't want anything longer than 30 words.,Quero escribir un ensaio reflexivo sobre como cambiou a miña vida desde que comecei a universidade. Tes algunha recomendación? Responde en inglés e con todas as palabras en maiúscula. Controla a lonxitude da túa resposta. Non quero nada que supere as 30 palabras.
1823,"Can you write a poem about the pros and cons of playing a lot of video games? Please make sure it's at least 40 sentences long (don't forget to add punctuations). You must highlight some words or phrases in your response, like *highlighted phrase*.","Podes escribir un poema sobre as vantaxes e inconvenientes de xogar moito aos videoxogos? Asegúrate de que teña, polo menos, 40 versos (non esquezas engadir puntuación). Debes destacar algunhas palabras ou frases na túa resposta, como *frase destacada*."
1825,"Explain Generative Adversarial Networks (GANs) to me using bullet points. Do not contain any commas in your response. End your response with a postscript indicated by P.P.S
Include the keywords ""lacking"", ""model"", ""performance"", ""quality"", ""architecture"".","Explícame as Redes Xenerativas Antagonistas (GAN, polas súas siglas en inglés) usando puntos. Non uses ningunha coma na túa resposta. Remata a túa resposta cunha posdata indicada por P.D.
Inclúe as palabras clave ""carente"" ""modelo"" ""rendemento"" ""calidade"" ""arquitectura""."
1834,I asked a friend about how to remove rust from my bike chain. He told me to pour coke on it and then scrub it with a steel wool. Is this a good way to remove rust? Respond with at least 20 sentences and have more than 4 words be in all capital letters.,Pregunteille a un amigo como eliminar o ferruxe da cadea da miña bicicleta. Díxome que botara coca-cola sobre ela e logo a fregara cunha la de aceiro. É este un bo xeito de eliminar o ferruxe? Responde con polo menos 20 frases e asegúrate que máis de 4 palabras estean en escritas en maiúscula.
1837,Write a song about miniatures that contains 20 to 25 sentences. Do not forget to add punctuations.,Escribe unha canción sobre miniaturas que conteña de 20 a 25 frases. Non esquezas engadir puntuacións.
1843,"Create an English name for a luxury real estate company that sells beachfront homes. All letters in your response must be lower case letters. Also, please put double quotation marks around your entire response.",Crea un nome en inglés para unha empresa inmobiliaria de luxo que vende casas na praia. Todas as letras da túa resposta deben estar en minúsculas. Ademais escribe a túa resposta entre comiñas dobres.
1845,"I was hoping you could help me out with a few things. I wish to learn about how to pay my taxes. Can you summarize the process for me? Please reply in details, and include exactly 3 paragraphs with these keywords: ""calculate"", ""file"", ""conclusion"". Separate the paragraphs with ***.","Esperaba que puideras axudarme con algunhas cousas. Quero aprender como pagar os meus impostos. Podes resumirme o proceso? Responde detalladamente e inclúe exactamente 3 parágrafos con estas palabras clave: ""calcular"", ""presentar"", ""conclusión"".
Separa os parágrafos con ***."
1857,"I work for a software development company named ""grid"", and they want a catchy tweet. Can you write one that includes the name of the company at least five times?","Traballo para unha empresa de desenvolvemento de software chamada ""grid"", e queren un chío chamativo. Podes escribir un que inclúa o nome da empresa polo menos cinco veces?"
1858,Write a very angry letter to someone who's been trying to convince you that 1+1=3. There should be exactly 4 paragraphs. Separate the paragraphs with ***.,Escribe unha carta moi enfadada a alguén que estivo a intentar convencerte de que 1+1=3. A carta debe ter exactamente 4 parágrafos. Separa os parágrafos con ***.
1879,"Can you please continue and expand: ""A man is performing for a crowd on a stage, ...""
Use at least 60 sentences, but less than 600 words.","Podes continuar e ampliar: ""Un home está a actuar para unha multitude nun escenario, ...""
Usa polo menos 60 frases, pero menos de 600 palabras."
1880,"Write a short article about the morphology of the Ukrainian language, with 200 words or less. Make sure the letter c appears at least 60 times in your response.","Escribe un artigo curto sobre a morfoloxía da lingua ucraína, con 200 palabras ou menos. Asegúrate de que a letra c apareza polo menos 60 veces na túa resposta."
1883,"Write a song about being excited to go on vacation, without using the letter e whatsoever in your entire response. Separate your song into 3 parts, where each part is separated with ***.","Escribe unha canción sobre a emoción de ir de vacacións, sen usar a letra e en ningún momento na túa resposta. Divide a túa canción en 3 partes, onde cada parte estea separada con ***."
1886,"Write a riddle for the word ""façade"" that contains at least 3 italic text phrases in markdown syntax, i.e *italic text*.","Escribe un enigma para a palabra ""fachada"" que conte polo menos con 3 frases en cursiva en sintaxe markdown, é dicir, *texto en cursiva*."
1893,"Write a strange rap song about Alexander the Great becoming the king of Macedon. Finish the song with:

Peace!

No additional words should follow ""Peace!""","Escribe unha canción de rap estraña sobre Alexandre Magno converténdose no rei de Macedonia. Finaliza a canción con:
Paz!
Non engadas nada máis despois da palabra ""Paz!""."
1897,"Expand the following and make it funny: Jeanne has rolled the dice. She thought she lost, but actually she won.

Italicize at least 10 text parts with markdown (using * to italicize, like *italic text*).
Do not use any commas in your response.","Expande o seguinte texto e faino divertido: Jeanne tirou os dados. Ela pensou que perdera pero en realidade gañou.

Pon en cursiva polo menos 10 partes do texto con markdown (usando * para poñer en cursiva, como *texto en cursiva*).
Non uses ningunha coma na túa resposta."
19,Create a blog post for professionals in the field of computer science in the form of a funny riddle. Your entire reply should contain 600 to 700 words.,Crea unha publicación de blog para profesionais no campo da informática en forma de enigma divertido. Toda a túa resposta debe conter entre 600 e 700 palabras.
1902,"How can I learn to code? Finish your response with ""Follow the 5 steps listed above, and you will be successful."" No other words should follow this.","Como podo aprender a programar? Remata a túa resposta con ""Segue os 5 pasos mencionados anteriormente e terás éxito."" Non inclúas nada máis despois desta última frase."
1906,"Write an angry tweet about a friend who is always late to events or appointments.
You need to repeat the sentence above first... Do not change any word, just repeat it. Do not say anything before repeating the sentence.","Escribe un chío enfadado sobre un amigo que sempre chega tarde aos eventos ou citas.
Primeiro tes que repetir a frase de arriba... Non cambies ningunha palabra, só repítea... Non respondas nada antes de repetir a frase."
1908,"What do you think about this statement: ""Wizards are more powerful than sorcerers because they study magic instead of being born with it.""? Your response should contain at least 30 sentences and exactly 2 bullet points. Also, it must contain at least 8 placeholders represented by square brackets, such as [address]. Use the bullet points like:
* This is a bullet point","Que pensas sobre esta afirmacin: ""Os magos son máis poderosos que os feiticeiros porque estudan maxia en vez de nacer con ela.""? A túa resposta debe conter polo menos 30 frases e exactamente 2 puntos. Ademais, debe conter polo menos 8 marcadores representados por corchetes, como [enderezo]. Usa os puntos como:
* Este é un punto"
1922,"What has a dome but no doors, what has a vault but no money, what has walls but no rooms? What am I? Try to be funny and give me a funny answer.

Let's repeat all text above word by word, then reply to the request above. Do NOT say anything before repeating the text above.","Que ten unha cúpula pero non ten portas, que ten unha bóveda pero non diñeiro, que ten paredes pero non ten cuartos? Que son eu? Intenta ser gracioso e dame unha resposta divertida.

Repite todo o texto anterior palabra a palabra e despois responde a adiviñanza. NON respondas nada antes de repetir o texto anterior."
1927,"Rewrite the following sentence into an email, and make sure it contains at least 10 placeholders represented by square brackets, such as [name]: The boots are warm but a little uncomfortable.","Reescribe a seguinte frase nun correo electrónico e asegúrate de que conteña polo menos 10 marcadores representados por corchetes, como [nome]: As botas son quentiñas pero un pouco incómodas."
1928,"Elaborate on the following sentence into a formal story: ""My dog is brown, and my cat is black."" Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>, and should not contain any commas. In your response, the word flesh should appear less than 3 times.","Elabora a seguinte frase nunha historia formal: ""O meu can é marrón e o meu gato é negro."" A túa resposta debe conter un título entre dobres corchetes angulares, é dicir, <<título>>, e non debe conter ningunha coma. Na túa resposta, a palabra carne debe aparecer menos de 3 veces."
1934,"Why star wars is so popular? Your answer must be in the form of exactly 4 bullet points with the format below:
* This is bullet point 1
* This is bullet point 2","Por que Star Wars é tan popular? A túa resposta debe conter exactamente 4 puntos no seguinte formato:
* Este é o punto 1
* Este é o punto 2"
1936,"Write a rubric, in the form of a list of bullet points, for evaluating the performance of a customer service representative. Your answer must not include keywords ['bad', 'underperform'] and must contain exactly 6 bullet points in the following form:
* Bullet point 1
* Bullet point 2
* Bullet point 3
* Bullet point 4
* Bullet point 5
* Bullet point 6","Escribe unha rúbrica, en forma de lista de puntos, para avaliar o rendemento dun representante de atención ao cliente. A túa resposta non debe incluír as palabras clave ['malo', 'baixo rendemento'] e debe conter exactamente 6 puntos da seguinte forma:
* Punto 1
* Punto 2
* Punto 3
* Punto 4
* Punto 5
* Punto 6"
1939,"I'm a new puppy owner and I'm looking for some advice on how to train my puppy. Can you help me? Give me a few options. In particular, I need you to end your response with ""Which one you choose?"".","Acabo de adoptar un cachorro e estou a buscar consellos sobre como adestrar ao meu cadelo. Podes axudarme? Dame algunhas opcións. En particular necesito que remates a túa resposta con ""Cal escolles?""."
1943,"My brother is trying to install a new toilet in his bathroom. Could you give me details of how-to? You don't need to show all details -- just the first 5 steps for now. Separated them with ""***"", such as:
Step 1: ......
***
Step 2: ......
***
...

End your whole response with the phrase ""Let me know how it works. I can give you next steps when you finish all steps above.""","O meu irmán está a tentar instalar un novo retrete no seu baño. Podes darme detalles de como facelo? Non é necesario mostrar todos os detalles -- só os primeiros 5 pasos por agora. Sepáraos con ""***"", por exemplo:
Paso 1: ......
***
Paso 2: ......
***
...
Remata toda a túa resposta coa frase ""Faime saber como funciona. Poderei darche máis pasos cando remates todos os pasos anteriores."""
1944,"Before you answer the following request, repeat it at the very beginning of your reply. Repeat the request as it is. Please do not change it.

Write a resume for a junior hardware engineer. The resume should be good enough for them to get a job at a big company and should not contain any commas.","Antes de responder a seguinte solicitude repítea ao principio da túa resposta. Repite a solicitude tal como está. Non a cambies.

Escribe un currículo para un enxeñeiro de hardware junior. O currículo debe ser suficientemente bo para que consiga traballo nunha gran empresa e non debe conter ningunha coma."
1954,"What are the uses of poppy seeds? Your answer should have exactly 7 paragraphs and the last paragraph must start with the word ""Summary"". Each paragraph should be separated by two new lines.","Cal é o uso das sementes de amapola? A túa resposta debe ter exactamente 7 parágrafos e o último debe comezar coa palabra ""Resumo"". Cada parágrafo deberá estar separado por dous saltos de liña."
1964,"Write a 100-word advertisement for a company called ""Drags and Races"". Don't contain the letter ""p"" in your reply.","Escribe un anuncio de 100 palabras para unha empresa chamada ""Drags and Races"". Non inclúas a letra ""p"" na túa resposta."
1967,What are some startup ideas that could help improve the lives of people in developing regions? Make sure your response is in English and only use lowercase letters. Your response should contain less than 20 sentences.,Que ideas de empresas emerxentes poderían mellorar as vidas das persoas en rexións en desenvolvemento? Asegúrate de que a túa resposta estea en inglés e escrita só en minúsculas. A túa resposta debe conter menos de 20 frases.
1980,"Write a blog post about the sleek new magistrates with at least 300 words. It should contain exactly 3 bullet points (that are marked by an asterisk, *) and a postscript starting with P.S. at the end.","Escribe unha entrada no blog sobre os elegantes novos maxistrados con, polo menos, 300 palabras. Debe conter exactamente 3 puntos (marcados cun asterisco, *) e unha posdata que comece por P.D. ao final."
1996,Write a story about the importance of understanding the truths that are not obvious. Add stress words which are capitalized. Limit those stress words for less than 20 times.,Escribe unha historia sobre a importancia de entender as verdades que non son obvias. Engade palabras enfatizadas con maiúsculas. Limita esas palabras enfatizadas a menos de 20.
1999,"Generate a summary of the following passage in all capital letters:

World War II or the Second World War, often abbreviated as WWII or WW2, was a global conflict that lasted from 1939 to 1945. The vast majority of the world's countries, including all of the great powers, fought as part of two opposing military alliances: the Allies and the Axis. Many participants threw their economic, industrial, and scientific capabilities behind this total war, blurring the distinction between civilian and military resources. Aircraft played a major role, enabling the strategic bombing of population centres and the delivery of the only two nuclear weapons ever used in war. World War II was by far the deadliest conflict in history, resulting in an estimated 70 to 85 million fatalities, mostly among civilians. Tens of millions died due to genocides (including the Holocaust), starvation, massacres, and disease. In the wake of Axis defeat, Germany, Austria and Japan were occupied, and war crimes tribunals were conducted against German and Japanese leaders.

","Xera un resumo da seguinte pasaxe en maiúsculas:
A Segunda Guerra Mundial, a miúdo abreviada como WWII ou WW2, foi un conflito global que durou de 1939 ao 1945. A gran maioría dos países do mundo, incluídas todas as grandes potencias, loitaron como parte de dúas alianzas militares opositoras: os Aliados e o Eixo. Moitos participantes usaron as súas capacidades económicas, industriais e científicas detrás desta guerra total, borrando a distinción entre recursos civís e militares. As aeronaves xogaron un papel fundamental, permitindo o bombardeo estratéxico de centros de poboación e o lanzamento das únicas dúas armas nucleares xamais usadas en guerra.

A Segunda Guerra Mundial foi por moito o conflito máis mortífero da historia, resultando nunhas 70 a 85 millóns de fatalidades, principalmente entre civís. Decenas de millóns morreron debido a xenocidios (incluíndo o Holocausto), fame, masacres e enfermidades. Tras a derrota do Eixo, Alemaña, Austria e Xapón foron ocupados, e leváronse a cabo tribunais de crimes de guerra contra líderes alemáns e xaponeses."
201,Write a story from a perspective of a man. Include some conversation in the story. Avoid using the letter i more than twice.,Escribe unha historia dende a perspectiva dun home. Inclúe algunha conversa na historia. Evita usar a letra i máis de dúas veces.
2010,Write a review of IBM's 1956 chess program. Make sure your entire response is wrapped in double quotation marks.,Escribe unha revisión do programa de xadrez de IBM de 1956. Asegúrate de que toda a túa resposta estea entre comiñas dobres.
2015,"Invent a funny tagline for a local comedy show, and put your whole response in double quotes.",Inventa un lema divertido para un espectáculo local de comedia e pon toda a túa resposta entre comiñas dobres.
202,"What is another word for Engravings? Answer in lowercase letters only, throughout your entire answer.",Cal é outra palabra para Engravings? Responde só en letras minúsculas durante toda a túa resposta.
2023,"Write a funny song-style poem for kids about why you shouldn't eat a lot of sweets. The poem should have four sections, with each section marked with SECTION X.","Escribe un poema gracioso ao estilo de canción para nenos sobre por que non deberías comer moitos doces. O poema debe ter catro seccións, con cada sección marcada como SECCIÓN X."
2028,Are the weather conditions in the Arctic very cold most of the year? Do not say 'yes' or 'no' throughout your entire response.,As condicións meteorolóxicas no Ártico son moi frías durante a maior parte do ano? Non digas 'si' ou 'non' en toda a túa resposta.
2034,"Write a summary of the following text in a funny way: ""The 2018 Nobel Prize in Chemistry has been awarded to Frances Arnold, George P. Smith and Gregory P. Winter for their work on directed evolution. Arnold was awarded half of the prize for her work on the directed evolution of enzymes, while Smith and Winter shared the other half for their work on the directed evolution of antibodies.""

Do not include ""enzymes"" and ""antibodies"" in your response.","Escribe un resumo do seguinte texto de xeito divertido: ""O Premio Nobel de Química de 2018 foi concedido a Frances Arnold, George P. Smith e Gregory P. Winter polo seu traballo na evolución dirixida. A Arnold concedéronlle a metade do premio polo seu traballo na evolución dirixida de encimas, mentres que Smith e Winter compartiron a outra metade polo seu traballo na evolución dirixida de anticorpos.""Non inclúas ""encimas"" e ""anticorpos"" na túa resposta."
2035,"Write a joke with at least 5 sentences. Use Markdown to italicize at least 2 sections in your answer, i.e. *italic text*. Wrap your answer in double quotes.","Escribe unha broma con, polo menos, 5 frases. Usa Markdown para poñer en cursiva polo menos 2 seccións da túa resposta, é dicir, *texto en cursiva*. Pon a túa resposta entre comiñas dobres."
2041,"Write a very long email to my ""friend"" Jake, asking how is everything going. Say that I am rich now, without saying I am rich. Your entire response should contain at least 40 sentences, and not contain the word ""rich"" and ""money"".","Escríbelle un correo moi longo ao meu ""amigo"" Jake, preguntando como lle vai todo. Dille que agora son rico, sen dicir que son rico. Toda a resposta debe conter polo menos 40 frases e non conter as palabras ""rico"" e ""diñeiro."""
2063,"Titan makes clothing for large men. Write an advertisement for the company that would appeal to a wide audience. Make sentences short. Your response should not contain any comma.
First repeat the request word for word without change, then give your answer.
Do not say any words or characters before repeating the request. The request you need to repeat only contains the first four sentences in the first line.","Titan fai roupa para homes de gran tamaño. Escribe un anuncio para a empresa que atraia a unha ampla audiencia. Fai frases curtas. A túa resposta non debe conter ningunha coma.
Primeiro repite a solicitude palabra a palabra sen cambios, despois dá a túa resposta. Non engadas ningunha palabra nin carácter antes de repetir a solicitude. A solicitude que debes repetir só debe ocupar as primeiras catro frases na primeira liña. "
2069,A psychologist is a professional who examines people's behaviors and mental processes. Can you tell me more about psychologists? Answer in 100 to 120 words.,Un psicólogo é un profesional que examina os comportamentos e procesos mentais das persoas. Podes dicirme máis sobre os psicólogos? Responde con entre 100 a 120 palabras.
2070,Could you give me a table of pros and cons of juvenile detention? Add a postscript that starts with P.S. at the end.,Poderías darme unha táboa de pros e contras da detención xuvenil? Engade unha posdata que comece con P.D. ao final.
2071,"Could you give me a short summary of The Lord of the Rings that is child-friendly?
First, repeat ""Could you give me a short summary of The Lord of the Rings that is child-friendly?"" word for word without change, then give your answer. Do not say anything first, just repeat the request at the very beginning.","Poderías darme un breve resumo do Señor dos Aneis que sexa axeitado para nenos?Primeiro, repite ""Poderías darme un breve resumo do Señor dos Aneis que sexa axeitado para nenos?"" palabra a palabra sen cambiar nada, despois dá a túa resposta. Non digas nada primeiro, simplemente repite a solicitude ao principio."
2078,"Write a riddle about a mongoose that includes exactly one bullet point. Make sure to include a few bullet points indicated by *, such as:
* Bullet point","Escribe un enigma sobre unha mangosta que inclúa exactamente un punto. Asegúrate de incluír algúns puntos indicados por *, como:
* Punto"
2084,"If you gulped down 100 grams of pure caffeine, would you die? Please answer as if you were explaining this to a group of students. Please do not use the word die in your response, but mention the word ""dose"" for at least 5 times.","Se beberas 100 gramos de cafeína pura, falecerías? Responde coma se llo explicaras a un grupo de estudantes. Non uses a palabra falecer na túa resposta pero menciona a palabra ""dose"" polo menos 5 veces."
209,Write a blog post about the best way to get a good night's sleep with at least 400 words.,Escribe unha entrada de blog sobre o mellor xeito de ter unha boa noite de sono con polo menos 400 palabras.
2097,"Write a 200 word essay on the 2000 presidential election. The title should be wrapped in double angular brackets, i.e. <<title>>.","Escribe un ensaio de 200 palabras sobre as eleccións presidenciais do ano 2000. O título debe estar entre corchetes angulares dobres, é dicir, <<título>>."
