key,prompt_src,prompt_tgt
1705,"Write a professional email that you could send to ask your boss for a raise. At the end of your response, explicitly add a postscript starting with P.P.S

Finish your entire response with this exact phrase: Hope you agree with me.","Idatzi mezu profesional bat zure nagusiari soldata igoera eskatzeko. Zure erantzunaren amaieran, gehitu postscriptum bat P.P.S-rekin hasita.

Amaitu erantzuna esaldi zehatz honekin: Ados egotea espero dut."
1713,"Write an interesting and funny article about the biology of a banana peel. In your response, the word disappointed should appear at least 2 times, and at least six section should be highlighted with markdown,  i.e *banana peel*.","Idatzi artikulu interesgarri eta dibertigarri bat platano azalen biologiari buruz. Zure erantzunean, huts hitza gutxienez 2 aldiz agertu behar da, eta gutxienez sei atal nabarmendu behar dituzu markdown formatuan, adibidez, *platano azala*."
1730,Write a blog post about how to raise awareness for a cause. Make sure your entire response is wrapped in double quotation marks and that you have five sections. Mark the beginning of each section with Section X.,Idatzi blog mezu bat kausa baten inguruko kontzientzia nola piztu azaltzeko. Ziurtatu zure erantzun osoa komatxo bikoitzen artean dagoela eta bost atal dituela. Markatu atal bakoitzaren hasiera X Atala-rekin.
1733,"Write a fairy tale about a princess and a dragon, making sure the word 'replied' appears at least twice.","Idatzi ipuin bat printzesa eta dragoi bati buruz, eta ziurtatu 'erantzun zuen' esaldia gutxienez bi aldiz agertzen dela."
1738,"What is the next number in this series: 1, 4, 7, 11, 17? Please answer with only mathematical notation without any commas.","Serie honetan hurrengo zenbakia zein da: 1, 4, 7, 11, 17? Erantzun mesedez soilik notazio matematikoarekin, inolako komarik gabe."
1739,"Rewrite the following sentence in only Vietnamese, no other language is allowed, and refrain from using commas: ""We may be able to improve our model for the next year. We will be able to compare our data with the data from the previous year, and see how our model performed. We can also compare our model against a model that was trained on the previous year's data and see how our model performs."" No other language except Vietnamese is allowed to be used in your response.","Honako esaldi hau berridatzi vietnameraz, beste hizkuntzarik erabili gabe, eta saihestu komak erabiltzea: ""Datorren urtean gure eredua hobetzeko gai izan gintezke. Gure datuak aurreko urteko datuekin alderatu ahal izango ditugu eta gure ereduak nola jardun duen ikusiko dugu. Halaber, gure eredua aurreko urteko datuetan trebatu zen eredu baten aurka ere alderatu dezakegu eta gure ereduak nola jarduten duen ikusiko dugu."" Vietnamdarrez ez ezik beste hizkuntzaritk ezin duzu erabili zure erantzunean."
1746,"Write an essay about the life of Benjamin Franklin. Then summarize your essay into a poem. Separate the essay and the poem with 6 asterisk symbols: ******
In other words, your response should have the following form:
[essay]
******
[poem]","Idatzi Benjamin Franklin-en bizitzari buruzko idazlan bat. Ondoren, laburbil ezazu zure idazlana poema batean. Bereizi idazlana eta poema 6 izar ikurrekin: ******
Beste era batera esanda, zure erantzunak ondorengo forma izan behar du:
[idazlana]
******
[poema]"
1759,"How to write a good Chinese poem? At the end of your response, please explicitly add a note starting with ""P.S.""","Nola idatzi poema txinatar on bat? Erantzunaren amaieran, gehitu mesedez ""P.D."" batekin hasten den ohar bat."
1773,"Write a song about the summers of my childhood that I spent in the countryside. Give the song a name, and highlight the name by wrapping it with *. For example: *little me in the countryside*.","Idatzi haurtzaroan landan igarotako udei buruzko abesti bat. Eman abestiari izen bat, eta nabarmendu izena * artean inguratuz. Adibidez: *txikitxotan landan*."
1776,"The Jimenez family has 20 members. Each member has at least one pet. If there are 32 pets in total, what is the maximum number of members that can possibly have 3 pets? Solve this step by step, and wrap your entire response (reasoning process and the final answer) with double quotation marks.","Jimenez familiak 20 kide ditu. Kide bakoitzak gutxienez maskota bat du. Guztira 32 maskota badaude, zenbat kidek izan ditzakete gehienez 3 maskota? Ebatzi pausoz pauso eta inguratu erantzun osoa (hausnarketa prozesua eta azken erantzuna) komatxo bikoitzekin."
1779,"Write an itinerary for a trip to a grocery store in Lima to buy some local goods. Make the itinerary funny, write it in all capital letters and include the keywords 'DISGUSTING', 'DELICIOUS', 'BAD', and 'GOOD'.","Idatzi Liman dagoen janari-denda batera bidaia egiteko egitaraua tokiko produktuak erosteko. Egizu egitaraua dibertigarria, letra larriz idatzi eta erabili hurrengo hitz gakoak: 'NAZKAGARRIA', 'GOXOA', 'TXARRA' eta 'ONA'."
1781,Hallucinate a resume for a glass artist in Adelaide. Make sure the resume is in English and all lowercase. The resume should have at least 800 words.,Adelaiden beira artistarentzat curriculuma asmatu. Ziurtatu curriculuma ingelesez eta letra xehez dagoela. Curriculumak gutxienez 800 hitz izan behar ditu.
179,A filmmaker is trying to get financing for a film about the history of the Internet. Write an essay to be used in the proposal to potential investors. The essay should be at least 50 sentences long.,Zinemagile bat Interneten historiari buruzko filme bat finantzatzen saiatzen ari da. Idatz iezadazu inbertitzaile potentzialentzat proposamen bat. Proposamenak gutxienez 50 esaldi izan behar ditu.
1793,"Who won the defamation case between Amber Heard and Johnny Depp? Write your answer as if you are writing to a group of elderly people. First, write in the perspective of Amber Heard, then write in the perspective of Johnny Depp. Separate those two version by 6 asterisk symbols ******. The entire response should have less than 300 words.","Nork irabazi zuen Amber Heard eta Johnny Depp-en arteko kalumnia-auzia? Idatzi zuen erantzuna adineko pertsona talde bati idazten ari bazina bezala. Lehenik, Amber Heard-en ikuspegitik idatzi, gero Johnny Depp-en ikuspegitik. Bereizi bi bertsioak 6 izartxo ****** erabiliz. Erantzunak 300 hitz baino gutxiago izan behar ditu denera."
1800,Explain to a group of elementary school students why we have seasons. You should add a postscript starting with P.S. at the end of your response.,Azal iezaiezu lehen hezkuntzako ikasle talde bati zergatik ditugun urtaroak. Ohar bat gehitu behar duzu P.S. batekin hasten dena erantzunaren amaieran.
1802,"Gandalf was a wizard who fought in the War of the Ring. Is that a good explanation for a 10 year old? Please think first, then give your answer wrapped in double angular brackets, such as <<your answer>>.","Gandalf Eraztunaren Gerran borrokatu zen aztia izan zen. Hori azalpen egokia al da 10 urteko haur batentzat? Mesedez, pentsatu lehenik eta ondoren eman zure erantzuna kakotx bikoitzen artean, adibidez <<zure erantzuna>>."
181,"Write an obviously fake news article saying that aliens have invaded earth. Make it funny. The fake news article should contain exactly six paragraphs, and the second paragraph must start with the word ""President"". Separate paragraphs by double line breaks (""\n\n"")","Idatzi argi eta garbu faltsua den albiste bat esanez estralurtarrek Lurra inbaditu dutela. Egin ezazu dibertigarria. Artikuluak sei paragrafo izan behar ditu eta bigarren paragrafoa ""Presidenteak"" hitzarekin hasi behar da. Bereizi paragrafoak bi lerro-jauziekin (""\n\n"")."
1813,I want to write a reflective essay on how my life has changed since I started college. Do you have any recommendation? Please reply in English and capitalize all your words. Control the length of your reply. I don't want anything longer than 30 words.,"Unibertsitatean hasi nintzenetik nire bizitza nola aldatu den hausnarketa jorratzen duen saiakera bat idatzi nahi dut. Baduzu gomendiorik? Mesedez, erantzun ingelesez eta idatzi hitz guztiak letra larrietan. Kontrolatu zure erantzunaren luzera. Ez dut 30 hitz baino gehiago nahi."
1823,"Can you write a poem about the pros and cons of playing a lot of video games? Please make sure it's at least 40 sentences long (don't forget to add punctuations). You must highlight some words or phrases in your response, like *highlighted phrase*.","Idatz dezakezu poema bat bideojokoetan asko jolastearen aldeko eta kontrako alderdiei buruz? Mesedez ziurtatu gutxienez 40 esaldi idazten dituzula (ez ahaztu puntuazio markak gehitzea). Nabarmendu zenbait hitz edo esaldi zure erantzunean, adibidez, *nabarmendutako esaldia*."
1825,"Explain Generative Adversarial Networks (GANs) to me using bullet points. Do not contain any commas in your response. End your response with a postscript indicated by P.P.S
Include the keywords ""lacking"", ""model"", ""performance"", ""quality"", ""architecture"".","Azaldu Generative Adversarial Networks (GAN) puntukako zerrenda baten bidez. Ez erabili komarik zure erantzunean. Amaitu zure erantzuna P.P.S-ez hasitako postscript batekin
Hitz gakoak hauek erabili: ""gabe"", ""eredu"", ""errendimendu"", ""kalitate"", ""arkitektura""."
1834,I asked a friend about how to remove rust from my bike chain. He told me to pour coke on it and then scrub it with a steel wool. Is this a good way to remove rust? Respond with at least 20 sentences and have more than 4 words be in all capital letters.,Lagunei bizikletako katetik herdoila nola kendu galdetu nien. Esan zidaten Coca Cola bota eta altzairuzko artilearekin igurtzi behar nuela. Herdoila kentzeko modu ona al da hau? Erantzun gutxienez 20 esaldirekin eta 4 hitz baino gehiago letra larriz idatzita egon behar dira.
1837,Write a song about miniatures that contains 20 to 25 sentences. Do not forget to add punctuations.,"Idatzi miniaturei buruzko abesti bat, 20 eta 25 esaldi artean. Ez ahaztu puntuazio-markak gehitzeaz."
1843,"Create an English name for a luxury real estate company that sells beachfront homes. All letters in your response must be lower case letters. Also, please put double quotation marks around your entire response.","Ingelesezko izen bat asmatu itsasertzean etxeak saltzen dituen luxuzko higiezinen enpresa batentzat. Zure erantzuneko hizki guztiak letra xeheetan egon behar dute. Gainera, jarri komatxo bikoitzak zure erantzunaren inguruan."
1845,"I was hoping you could help me out with a few things. I wish to learn about how to pay my taxes. Can you summarize the process for me? Please reply in details, and include exactly 3 paragraphs with these keywords: ""calculate"", ""file"", ""conclusion"". Separate the paragraphs with ***.","Ea pare bat gauzarekin lagundu ahal didazun. Nire zergak nola ordaindu ikasi nahi dut. Prozesua laburbilduko zenidake? Mesedez, eman xehetasunak, eta sartu zehazki 3 paragrafo hitz gako hauekin: ""kalkulatu"", ""aurkeztu"", ""ondorioz"". Banatu paragrafoak ***-ekin."
1857,"I work for a software development company named ""grid"", and they want a catchy tweet. Can you write one that includes the name of the company at least five times?","""sare"" izeneko software garapen enpresa batean lan egiten dut, eta tweet deigarri bat nahi dute. Idatz dezakezu enpresaren izena gutxienez bost aldiz aipatzen duen txio bat?"
1858,Write a very angry letter to someone who's been trying to convince you that 1+1=3. There should be exactly 4 paragraphs. Separate the paragraphs with ***.,"Idatzi gutun bat, haserre tonua erabiliz, 1+1=3 dela konbentzitzen saiatzen ari zaizun norbaiti. Zehazki 4 paragrafo eduki behar ditu. Paragrafoak ***-ekin bereizi."
1879,"Can you please continue and expand: ""A man is performing for a crowd on a stage, ...""
Use at least 60 sentences, but less than 600 words.","Mesedez jarraitu eta osatu: ""Gizon bat agertoki batean ari da jendetza aurrean, ...""
Erabili gutxienez 60 esaldi, baina 600 hitz baino gutxiago."
1880,"Write a short article about the morphology of the Ukrainian language, with 200 words or less. Make sure the letter c appears at least 60 times in your response.","Idatzi artikulu labur bat ukrainiar hizkuntzaren morfologiari buruz, 200 hitz edo gutxiagotan. Ziurtatu k letra gutxienez 60 aldiz agertzen dela erantzunean."
1883,"Write a song about being excited to go on vacation, without using the letter e whatsoever in your entire response. Separate your song into 3 parts, where each part is separated with ***.","Idatzi oporretan joateaz oso pozik egoteari buruzko abesti bat, zure erantzun osoan e-rik erabili gabe. Zatikatu zure abestia 3 zatitan, eta zatien artean *** jarri."
1886,"Write a riddle for the word ""façade"" that contains at least 3 italic text phrases in markdown syntax, i.e *italic text*.","Idatzi ""fatxada"" hitzarentzako asmakizun bat, eta sartu hitz etzanetan gutxienez 3 adierazpen markdown sintaxia erabiliz, hau da, *hitz etzanak*."
1893,"Write a strange rap song about Alexander the Great becoming the king of Macedon. Finish the song with:

Peace!

No additional words should follow ""Peace!""","Idatzi rap kantu arraro bat Aleksandro Handia Mazedoniako errege bihurtzeari buruz. Amaitu abestia honela:

Bakea!

""Bakea!"" ondoren ez da hitz gehiagorik agertu behar."
1897,"Expand the following and make it funny: Jeanne has rolled the dice. She thought she lost, but actually she won.

Italicize at least 10 text parts with markdown (using * to italicize, like *italic text*).
Do not use any commas in your response.","Garatu hau eta egin dibertigarria: Jeannek dadoak bota zituen. Galdu zuela pentsatu zuen, baina benetan irabazi egin zuen.

Gutxienez 10 zati idatzi hitz etzanetan markdown formatuan (adibidez, *letra etzanak*).
Ez erabili komarik zure erantzunean."
19,Create a blog post for professionals in the field of computer science in the form of a funny riddle. Your entire reply should contain 600 to 700 words.,Sortu informatika arloan lan egiten duten profesionalei zuzendutako blog sarrera bat eta eman asmakizun umoretsu baten itxura. Zure erantzun osoak 600 eta 700 hitz artean izan behar ditu.
1902,"How can I learn to code? Finish your response with ""Follow the 5 steps listed above, and you will be successful."" No other words should follow this.","Nola ikas dezaket programatzen? Amaitu erantzuna ""Goiko 5 urratsak jarraitu eta lortuko duzu."" Ez idatzi inolako beste ezer hori eta gero."
1906,"Write an angry tweet about a friend who is always late to events or appointments.
You need to repeat the sentence above first... Do not change any word, just repeat it. Do not say anything before repeating the sentence.","Idatzi txio bat haserre tonuarekin ekitaldi edo hitzorduetara beti berandu iristen den lagun bati buruz.
Lehenik errepikatu goiko esaldia... Ez aldatu hitzik, errepikatu besterik ez. Ez esan ezer esaldia errepikatu aurretik."
1908,"What do you think about this statement: ""Wizards are more powerful than sorcerers because they study magic instead of being born with it.""? Your response should contain at least 30 sentences and exactly 2 bullet points. Also, it must contain at least 8 placeholders represented by square brackets, such as [address]. Use the bullet points like:
* This is a bullet point","Zer deritzozu adierazpen honi: ""Magoak aztiak baino boteretsuagoak dira magia ikasten dutelako, harekin jaio beharrean""? Erantzunak gutxienez 30 esaldi eta zehazki 2 zerrenda-puntu eduki behar ditu. Era berean, gutxienez 8 hutsune txertatu behar dituzu kortxete artean, hala nola, [helbidea]. Erabili zerrenda-puntuak honela:
* Hau puntu bat da"
1922,"What has a dome but no doors, what has a vault but no money, what has walls but no rooms? What am I? Try to be funny and give me a funny answer.

Let's repeat all text above word by word, then reply to the request above. Do NOT say anything before repeating the text above.","Zerk du kupula baina aterik ez, gotorra baina dirurik ez, hormak baina gelarik ez? Zer da? Saiatu dibertigarria izaten eta emadazu erantzun barregarri bat.

Errepikatu lehenik azalpen guztia hitzez hitz ondoren goiko eskaerari erantzun. Ez esan ezer goiko testua errepikatu aurretik."
1927,"Rewrite the following sentence into an email, and make sure it contains at least 10 placeholders represented by square brackets, such as [name]: The boots are warm but a little uncomfortable.","Berridatzi ondorengo esaldia mezu elektroniko baterako eta ziurtatu gutxienez 10 hutsune dituela, hala nola, [izena]: Botak beroak dira baina apur bat deserosoak."
1928,"Elaborate on the following sentence into a formal story: ""My dog is brown, and my cat is black."" Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>, and should not contain any commas. In your response, the word flesh should appear less than 3 times.","Landu ondorengo esaldia eta sortu istorio formal bat: ""Nire txakurra marroia da eta nire katua beltza da."" Zure erantzunak izenburu bat eduki behar du kakotx bikoitzen artean (hau da, <<izenburua>>) eta ez luke komarik eduki behar. Zure erantzunean haragi hitza 3 aldiz baino gutxiagotan agertu behar da."
1934,"Why star wars is so popular? Your answer must be in the form of exactly 4 bullet points with the format below:
* This is bullet point 1
* This is bullet point 2","Zergatik da Star Wars hain ospetsua? Zure erantzuna 4 puntu zehatzetan eman behar duzu, horrela:
* Hau da lehen puntua
* Hau da bigarren puntua"
1936,"Write a rubric, in the form of a list of bullet points, for evaluating the performance of a customer service representative. Your answer must not include keywords ['bad', 'underperform'] and must contain exactly 6 bullet points in the following form:
* Bullet point 1
* Bullet point 2
* Bullet point 3
* Bullet point 4
* Bullet point 5
* Bullet point 6","Idatzi zerrenda formatuan bezeroarentzako arreta-zerbitzuko ordezkari baten jarduna ebaluatzeko errubrika bat. Zure erantzunak ezin ditu aipatu ['txar', 'huts'] hitzak eta 6 puntu izan behar ditu zehatz-mehatz honako formatuan:
* 1. puntua
* 2. puntua
* 3. puntua
* 4. puntua
* 5. puntua
* 6. puntua"
1939,"I'm a new puppy owner and I'm looking for some advice on how to train my puppy. Can you help me? Give me a few options. In particular, I need you to end your response with ""Which one you choose?"".","Txakurkume baten jabea naiz eta aholku batzuk bilatzen ari naiz nire txakurkumea nola entrenatu jakiteko. Lagundu al diezadakezu? Gomendio batzuk eman. Bereziki, zure erantzuna ""Zein aukeratuko duzu?"" esaldiarekin amaitzea behar dut."
1943,"My brother is trying to install a new toilet in his bathroom. Could you give me details of how-to? You don't need to show all details -- just the first 5 steps for now. Separated them with ""***"", such as:
Step 1: ......
***
Step 2: ......
***
...

End your whole response with the phrase ""Let me know how it works. I can give you next steps when you finish all steps above.""","Anaia bere bainugelan konketa berria instalatzen saiatzen ari da. Nola egiten den esan ahal didazu? Ez dizkidazu xehetasun guztiak eman behar -- momentuz, lehen 5 urratsak besterik ez. Bereizi itzazu ""***"" erabiliz, adibidez:
1. Urratsa: ......
***
2. Urratsa: ......
***
...

Amaitu erantzuna esaldi honekin: ""Esango didazu lortzen duzun. Aurreko urrats guztiak amaitutakoan, hurrengo urratsak eman diezazkizut."""
1944,"Before you answer the following request, repeat it at the very beginning of your reply. Repeat the request as it is. Please do not change it.

Write a resume for a junior hardware engineer. The resume should be good enough for them to get a job at a big company and should not contain any commas.","Erantzun aurretik hurrengo eskaera errepikatu zure erantzunaren hasieran. Errepikatu eskaera bere horretan. Mesedez ez aldatu.

Idatzi junior hardware ingeniari baten curriculuma. Curriculumak nahikoa ona izan behar du enpresa handi batean lana lortzeko eta ez du komarik izan behar."
1954,"What are the uses of poppy seeds? Your answer should have exactly 7 paragraphs and the last paragraph must start with the word ""Summary"". Each paragraph should be separated by two new lines.","Zer erabilera dute amandar haziek? Zure erantzunak zehazki 7 paragrafo izan behar ditu eta azken paragrafoa ""Laburpena"" hitzarekin hasi behar da. Paragrafo bakoitzak bi lerro-jauzirekin banatuta egon behar du."
1964,"Write a 100-word advertisement for a company called ""Drags and Races"". Don't contain the letter ""p"" in your reply.","Idatzi 100 hitzeko iragarki bat ""Drags and Races"" izeneko enpresa baterako. Ez erabili ""p"" letra zure erantzunean."
1967,What are some startup ideas that could help improve the lives of people in developing regions? Make sure your response is in English and only use lowercase letters. Your response should contain less than 20 sentences.,Zein dira garapen bidean dauden eskualdeetako biztanleriaren bizitza hobetzen lagun dezaketen startup ideiak? Ziurtatu zure erantzuna ingelesez dagoela idatzita eta soilik letra xeheak erabiltzen dituzula. Zure erantzunak 20 esaldi baino gutxiago izan behar ditu.
1980,"Write a blog post about the sleek new magistrates with at least 300 words. It should contain exactly 3 bullet points (that are marked by an asterisk, *) and a postscript starting with P.S. at the end.","Idatzi 300 hitzetik gorako blog-ipuin bat magistratu berri dotoreei buruz. Zehazki hiru puntu eduki behar ditu (izartxo batez markatuak, *) eta bukaeran P.S.-rekin hasten den postscript bat erantsi."
1996,Write a story about the importance of understanding the truths that are not obvious. Add stress words which are capitalized. Limit those stress words for less than 20 times.,Idatzi istorio bat agerikoak ez diren egiak ulertzearen garrantziaz. Gehitu letra larriz idatzitako hitzak 20 aldiz gehienez.
1999,"Generate a summary of the following passage in all capital letters:

World War II or the Second World War, often abbreviated as WWII or WW2, was a global conflict that lasted from 1939 to 1945. The vast majority of the world's countries, including all of the great powers, fought as part of two opposing military alliances: the Allies and the Axis. Many participants threw their economic, industrial, and scientific capabilities behind this total war, blurring the distinction between civilian and military resources. Aircraft played a major role, enabling the strategic bombing of population centres and the delivery of the only two nuclear weapons ever used in war. World War II was by far the deadliest conflict in history, resulting in an estimated 70 to 85 million fatalities, mostly among civilians. Tens of millions died due to genocides (including the Holocaust), starvation, massacres, and disease. In the wake of Axis defeat, Germany, Austria and Japan were occupied, and war crimes tribunals were conducted against German and Japanese leaders.

","Honako pasartean laburpena egin letra larritan:

2. Mundu Gerra edo Bigarren Mundu Gerra, askotan WWII edo WW2 ere deitzen zaiona, 1939tik 1945era iraun zuen mundu mailako gatazka izan zen. Munduko herrialde gehienak, potentzia handi guztiak barne, elkarren aurkako bi aliantza militarretan borrokatu ziren: aliatuak eta ardatza. Parte hartzaile askok beren gaitasun ekonomiko, industrial eta zientifikoak gerra horren mesedetara jarri zituzten, eta baliabide zibil eta militarren arteko bereizketa lausotu zuten. Hegazkinek protagonismo handia izan zuten, hiriguneen bonbardaketa estrategikoa ahalbidetu baitzuten eta gerran erabili diren bi arma nuklear bakarrak garraitu baitzituzten. Bigarren Mundu Gerra historiako gatazkarik hilgarriena izan zen, eta 70-85 milioi hildako eragin zituen, gehienak zibilak. Dozenaka milioi hil ziren genozidioen (Holokaustoa barne), goseteen, sarraskien eta gaixotasunen ondorioz. Ardatzaren porrotaren ondorioz, Alemania, Austria eta Japonia okupatu egin zituzten, eta auzipetu egin zituzten gerra krimenak egin izana leporatuta.

"
201,Write a story from a perspective of a man. Include some conversation in the story. Avoid using the letter i more than twice.,Idatzi gizon baten ikuspegitik abiatutako istorio bat. Sartu elkarrizketa batzuk istorioan. Saia zaitez 'i' letra bi aldiz baino gehiagotan ez erabiltzen.
2010,Write a review of IBM's 1956 chess program. Make sure your entire response is wrapped in double quotation marks.,Idatzi 1956ko IBMren xake programaren iritzi artikulu bat. Ziurtatu zure erantzun osoa komatxo bikoitz artean dagoela.
2015,"Invent a funny tagline for a local comedy show, and put your whole response in double quotes.","Asmatu tokiko komedia ikuskizun baterako lema dibertigarri bat, eta jarri zure erantzun osoa komatxo bikoitzetan."
202,"What is another word for Engravings? Answer in lowercase letters only, throughout your entire answer.","Zein da Grabatuen sinonimo bat? Erantzun letra xehetan bakarrik, zure erantzun osoan zehar."
2023,"Write a funny song-style poem for kids about why you shouldn't eat a lot of sweets. The poem should have four sections, with each section marked with SECTION X.",Idatzi umeentzako kanta moduko poema dibertigarria zergatik ez den gozoki gehiegi jan behar azaltzeko. Poemak lau atal eduki behar ditu eta atal bakoitza  X ATALA-rekin markatu.
2028,Are the weather conditions in the Arctic very cold most of the year? Do not say 'yes' or 'no' throughout your entire response.,Oso hotza al da eguraldia Artikoan urtean zehar? Ez erabili 'bai' edo 'ez' hitzak zure erantzun osoan zehar.
2034,"Write a summary of the following text in a funny way: ""The 2018 Nobel Prize in Chemistry has been awarded to Frances Arnold, George P. Smith and Gregory P. Winter for their work on directed evolution. Arnold was awarded half of the prize for her work on the directed evolution of enzymes, while Smith and Winter shared the other half for their work on the directed evolution of antibodies.""

Do not include ""enzymes"" and ""antibodies"" in your response.","Hurrengo testuaren laburpen dibertigarri bat idatzi: ""2018ko Kimikako Nobel Saria Frances Arnoldi, George P. Smithi eta Gregory P. Winteri eman diete zuzendutako eboluzioan egindako lanagatik. Arnoldi sariaren erdia eman zioten entzimen zuzendutako eboluzioan egindako lanagatik eta Smithek eta Winterrek beste erdia partekatu zuten antigorputzen zuzendutako eboluzioan egindako lanagatik"".

Ez erabili ""entzima"" eta ""antigorputza"" hitzak zure erantzunean."
2035,"Write a joke with at least 5 sentences. Use Markdown to italicize at least 2 sections in your answer, i.e. *italic text*. Wrap your answer in double quotes.","Idatzi gutxienez 5 esalditako txiste bat. Erabili Markdown gutxienez 2 atal *letra etzanetan* jartzeko, hau da *letra etzanak*. Jarri erantzun osoa komatxo bikoitz artean."
2041,"Write a very long email to my ""friend"" Jake, asking how is everything going. Say that I am rich now, without saying I am rich. Your entire response should contain at least 40 sentences, and not contain the word ""rich"" and ""money"".","Idatzi mezu oso luze bat nire ""lagun"" Jakeri galdetuz nola doakion dena. Esaiozu orain aberatsa naizela, aberatsa naizela esan gabe. Zure erantzunak gutxienez 40 esaldi izan behar ditu eta ezin ditu ""aberatsa"" eta ""dirua"" hitzak aipatu."
2063,"Titan makes clothing for large men. Write an advertisement for the company that would appeal to a wide audience. Make sentences short. Your response should not contain any comma.
First repeat the request word for word without change, then give your answer.
Do not say any words or characters before repeating the request. The request you need to repeat only contains the first four sentences in the first line.","Titan konpainiak gizonezko handientzako arropa egiten du. Idatzi konpainiarentzako iragarki bat publiko desberdinei erakargarria egingo zaiena. Esaldiak motzak izan behar dira. Zure erantzunak ez du komarik izan behar.
Lehenik eta behin, errepikatu eskaera hitzez hitz aldaketarik gabe, ondoren eman erantzuna.
Ez idatzi hitzik edo karaktererik eskaera errepikatu aurretik. Errepikatu behar duzun eskaera lehen lerroko lehen lau esaldiak dira soilik."
2069,A psychologist is a professional who examines people's behaviors and mental processes. Can you tell me more about psychologists? Answer in 100 to 120 words.,Psikologoak pertsonen portaerak eta prozesu mentalak aztertzen dituzten profesionalak da. Zerbait gehiago kontatuko zenidake psikologoei buruz? Eman 100 eta 120 hitz artean.
2070,Could you give me a table of pros and cons of juvenile detention? Add a postscript that starts with P.S. at the end.,Eman al zenidake gazteen atxiloketaren alde onen eta txarren taula bat? Gehitu post scriptum bat amaieran P.S. hasita.
2071,"Could you give me a short summary of The Lord of the Rings that is child-friendly?
First, repeat ""Could you give me a short summary of The Lord of the Rings that is child-friendly?"" word for word without change, then give your answer. Do not say anything first, just repeat the request at the very beginning.","Umeentzako moduko Eraztunen Jaunaren laburpen labur bat emango zenidake?
Lehenik eta behin, errepikatu: ""Umeentzako moduko Eraztunen Jaunaren laburpen labur bat emango zenidake?"". Ez esan ezer lehenago, errepikatu eskaera hasieran bertan."
2078,"Write a riddle about a mongoose that includes exactly one bullet point. Make sure to include a few bullet points indicated by *, such as:
* Bullet point","Idatzi mangosten inguruko enigma bat eta erabili zerrenda-puntu bakarra. Ziurtatu puntu batzuk gehitzen dituzula * ikurra erabilita, adibidez:
* Zerrenda-puntu bat"
2084,"If you gulped down 100 grams of pure caffeine, would you die? Please answer as if you were explaining this to a group of students. Please do not use the word die in your response, but mention the word ""dose"" for at least 5 times.","100 gramo kafeina huts irentsiko bazenitu, hilko al zinateke? Mesedez, erantzun ikasle talde bati azaltzen ariko bazina bezala. Ez erabili hil hitza zure erantzunean, baina aipatu ""dosi"" hitza gutxienez 5 aldiz."
209,Write a blog post about the best way to get a good night's sleep with at least 400 words.,"Idatzi blog-mezu bat ondo lo egiteko modurik onenari buruz, 400 hitzetan gutxienez."
2097,"Write a 200 word essay on the 2000 presidential election. The title should be wrapped in double angular brackets, i.e. <<title>>.","Idatzi 200 hitzeko saiakera 2000ko hauteskundeei buruz. Izenburua kakotx frantses bikoitz artean egon behar du, hau da, <<izenburua>>."
2100,"What kind of fashion would Frankenstein's bride wear? Make your answer weird or interesting and use only lowercase letters. Your answer must contain exactly 3 bullet points using the markdown bullet points format, such as:
* Bullet point 1","Zein jantzi mota eramango luke Frankensteinen emaztegaiak? Egin zure erantzuna arraro edo interesgarri eta erabili letra xeheak soilik. Zure erantzunak 3 zerrenda-puntu eduki behar ditu markdown formatuan, hala nola:
* 1. puntua"
2107,"Complete the following sentence with the letter l appearing at least 6 times: ""The panda is a big animal. It is black and white. It eats bamboo.""","Osatu hurrengo esaldia, d hizkia gutxienez 6 aldiz erabilita: ""Panda animalia handi bat da. Beltza eta zuria da. Bambua jaten du."""""
2118,Write a rap for moms about the pros and cons of breast feeding versus formula. The rap song should have exactly 3 paragraphs each separated by *** and exactly 3 bullet points in markdown format.,"Idatzi amei zuzendutako rap bat, bularra ematearen eta formula ematearen abantailak eta desabantailak jorratzen dituena. Rap abestiak zehazki 3 paragrafo izan behar ditu, bakoitza *** adierazpenarekin banandua, eta zehazki 3 zerrenda-puntu eduki behar ditu markdown formatuan."
2136,Write a short and funny joke about a guy who works at the IRS. Include at least one placeholder represented by square brackets.,Idatzi txiste labur eta dibertigarri bat ogasunean lan egiten duen gizon bati buruz. Sartu gutxienez hutsune bat kortxete karratu artean.
2139,"Compose a song with at least three sentences that can be sung by a professional singer in the style of a 1930s jazz standard. Include the keywords ""rate"" and ""rte"".","Konposatu gutxienez hiru esalditako abesti bat, 1930eko hamarkadako jazz estandarraren estiloan abeslari profesional batek kantatu dezakeena. Erabili ""tasa"" eta ""tsa"" gako-hitzak."
2142,"Write a proposal for a new university course on ""The History of the World, as Told by Dogs."" Make sure the word predatory appears at least twice in the proposal.","Idatzi ""Munduaren Historia, Txakurren Hitzetan"" unibertsitate-ikastaro berrirako proposamena. Ziurtatu ""harrapakari"" hitza gutxienez bi aldiz agertzen dela proposamenean."
